filing_year,lat,lon,geo_accuracy
2021,36.07,-95.8729,1
2021,36.07,-95.873,1
2021,36.0558,-95.8685,1
2021,36.0487,-95.8657,1
2021,36.1185,-95.8152,1
2021,36.1186,-95.8152,1
2021,36.0775,-95.8845,0.9
2021,36.0491,-95.9258,1
2021,36.1164,-95.8152,1
2021,36.0946,-95.8919,1
2021,36.0946,-95.8922,1
2021,36.0947,-95.9995,1
2021,36.0751,-95.9804,1
2021,36.0423,-95.8439,1
2021,36.0751,-95.9805,1
2021,36.0887,-95.9807,1
2021,36.173279,-95.963972,1
2021,36.0922,-95.9639,1
2021,36.0887,-95.9807,1
2021,36.09,-95.9817,1
2021,36.0907,-95.9626,1
2021,36.0887,-95.9807,1
2021,36.09,-95.9817,1
2021,36.116698,-95.871481,1
2021,36.09,-95.9817,1
2021,36.1518,-95.8647,1
2021,36.0924,-95.8951,1
2021,36.1519,-95.8647,1
2021,36.0914,-95.8947,1
2021,36.152,-95.8644,1
2021,36.0907,-95.9626,1
2021,36.0919,-95.9628,0.9
2021,36.0919,-95.9628,0.9
2021,36.1517,-95.8644,1
2021,36.0928,-95.9641,1
2021,36.0919,-95.9628,0.9
2021,36.0919,-95.9628,0.9
2021,36.0919,-95.9628,0.9
2021,36.0932,-95.889,1
2021,36.1498,-96.121,1
2021,36.1517,-95.8647,1
2021,36.111,-95.9077,1
2021,36.0594,-95.9173,1
2021,36.0599,-95.9138,1
2021,36.0607,-95.9096,0.95
2021,36.0348,-95.9073,1
2021,36.1477,-96.0055,1
2021,35.9529,-96.0065,1
2021,36.0927,-95.9201,1
2021,36.0921,-95.9199,1
2021,36.0698,-95.8705,1
2021,36.0935,-95.9199,1
2021,36.094,-95.9199,1
2021,36.0359,-95.8118,1
2021,36.0938,-95.9199,1
2021,36.0951,-95.9152,1
2021,36.139,-95.8316,1
2021,36.1398,-95.8305,1
2021,36.0935,-95.9199,1
2021,36.1401,-95.832,1
2021,36.0951,-95.9153,1
2021,36.0951,-95.9152,1
2021,36.1685,-95.9716,1
2021,36.1636,-95.9789,1
2021,35.9257,-95.8856,0.86
2021,36.048,-95.9645,1
2021,36.1312,-95.8685,1
2021,36.0503,-95.9668,1
2021,36.1305,-95.8686,1
2021,36.1305,-95.8686,0.86
2021,36.0365,-95.8144,1
2021,36.1448,-95.9602,1
2021,36.1421,-96.1168,1
2021,36.1299,-95.8663,0.89
2021,36.1299,-95.8663,0.9
2021,36.1314,-95.8688,1
2021,36.1299,-95.8663,0.87
2021,36.1299,-95.8663,0.87
2021,36.1283,-95.8675,1
2021,36.1322,-95.8676,1
2021,36.1322,-95.8675,1
2021,36.2243,-95.978,1
2021,36.1808,-95.9899,1
2021,36.1863,-95.9639,1
2021,36.2619,-95.8537,1
2021,36.2132,-95.9478,1
2021,36.1468,-95.973,1
2021,36.1467,-95.8652,1
2021,36.1467,-95.8652,1
2021,36.1467,-95.8652,1
2021,36.1467,-95.8652,1
2021,36.1467,-95.8652,1
2021,36.1467,-95.8652,1
2021,36.1467,-95.8652,1
2021,36.1493,-96.0537,1
2021,36.132673,-95.886841,1
2021,36.3637,-95.9092,1
2021,36.0174,-95.9041,1
2021,36.093,-96.0226,1
2021,36.1736,-95.9132,1
2021,36.0175,-95.9041,1
2021,36.1352,-95.9037,1
2021,36.1055,-95.832,1
2021,36.1055,-95.832,1
2021,36.0674,-95.88,1
2021,36.1116,-95.8328,1
2021,36.1392,-96.1106,1
2021,36.0653,-95.9759,1
2021,36.0657,-95.9759,1
2021,36.0657,-95.9759,1
2021,36.0679,-95.971,1
2021,36.0802,-95.8933,1
2021,36.1016,-95.8551,1
2021,36.0448,-95.8555,1
